client:0.804371,lawyers:0.690381,counsel:0.683157,attorney:0.634477,clients:0.590072,representation:0.535750,ethically:0.516369,defender:0.516301,firm:0.515959,advice:0.515011,competently:0.507246,unrepresented:0.488339,himself:0.481902,slick:0.478784,representing:0.478606,nonlawyer:0.478366,zealously:0.469888,attorneys:0.464257,defrocked:0.451503,ethical:0.447562,represent:0.447118,misadvises:0.447005,litigator:0.445084,advocate:0.442588,cocounsel:0.440535,zealous:0.438727,ausa:0.436226,advisor:0.436067,fpd:0.433817,prosecutor:0.431667,retainer:0.430353,ethics:0.429702,advise:0.423823,fresard:0.423607,sciolla:0.423191,professional:0.421971,nonattorney:0.421619,paralegal:0.421135,yourself:0.419218,ounsel:0.418637,nonlawyers:0.417900,unprepared:0.417471,investigator:0.417256,cmda:0.417253,confidences:0.416696,unethically:0.416540,ttorneys:0.411200,represented:0.409130,gowlings:0.408146,witness:0.407930,psychiatrist:0.407252,discip:0.403604,oids:0.402869,pleasantly:0.401262,he:0.400893,consult:0.400407,consults:0.399822,matheney:0.394200,skillful:0.388432,nicnick:0.387422,grif:0.386559,hanes:0.386178,disqualification:0.385397,inexperienced:0.385344,testify:0.385294,myself:0.385160,advising:0.384161,professionally:0.384111,him:0.383804,accountant:0.382791,referee:0.382441,disqualify:0.382425,tempts:0.381265,recusing:0.379623,lawyering:0.376926,dr:0.373871,mrpc:0.373683,litigant:0.371973,judge:0.368636,intuit:0.367733,prosecutors:0.366487,disqualified:0.366402,adviser:0.365408,volunteered:0.365396,interjected:0.365342,blaming:0.365264,seasoned:0.365118,associate:0.364804,competent:0.363209,luckier:0.362908,stiffed:0.362466,smollar:0.359573,someone:0.359572,codefendant:0.358835,disbarred:0.358750,me:0.357680,gentleman:0.356679,wccp:0.356414,lape:0.354805,interpreter:0.354272,talk:0.354263,complimented:0.352880,efense:0.352246,businessman:0.352238,ersoff:0.352129,engagement:0.352080,incompetent:0.351918,practitioner:0.349650,consulted:0.349236,hkc:0.348876,privy:0.348463,indigent:0.348019,absented:0.347970,knows:0.347315,consultant:0.347064,tactical:0.346671,nonclient:0.344406,friendship:0.343401,advised:0.343031,recross:0.341477,pandher:0.341130,trope:0.341025,misadvised:0.340863,consulting:0.340672,you:0.340318,dove:0.340317,litigators:0.340287,nonclients:0.339625,testifying:0.339129,partner:0.337992,diekhoff:0.337788,recuse:0.337348,perjure:0.336666,herself:0.336553,nonattorneys:0.335345,courtesy:0.335161,boss:0.334895,hamant:0.334048,norelus:0.333137,koste:0.332383,jailhouse:0.332373,intelligently:0.332217,practicing:0.332133,winnable:0.332052,muaja:0.331452,unbeknownst:0.331340,incompetence:0.331146,dad:0.331073,paralegals:0.331036,befriended:0.330288,hellings:0.330169,wits:0.329878,nonconsentable:0.329817,journalist:0.329552,unethical:0.328689,withdraw:0.328164,endeared:0.328036,polygraphed:0.327733,discreditable:0.327684,kathey:0.327674,confess:0.327354,broker:0.326508,maladroit:0.326300,pafe:0.326155,strategy:0.325810,entrepreneurpr:0.325624,strategic:0.325106,anyone:0.324644,flatt:0.324501,fritz:0.324422,ausas:0.323536,pastor:0.322984,oetting:0.322902,jackass:0.322867,mahnkes:0.322364,unbiasedly:0.321633,truthfully:0.320821,candor:0.320758,balgooyen:0.320746,agi:0.320138,mediator:0.319807,labored:0.319446,communicate:0.319236,layman:0.319040,boomerang:0.318816,appearances:0.318724,understands:0.318658,telephonically:0.318510,stranger:0.318340,agent:0.318251,assistant:0.317779,tough:0.317600,suborns:0.316846,his:0.316752,fianceé:0.316585,perjuring:0.316094,juror:0.315800,ineffectively:0.315605,recused:0.314984,misadvising:0.314983,durisoe:0.314004,accuser:0.313694,competence:0.313670,welsh:0.313623,appointed:0.313534,hoffecker:0.313491,confide:0.311801,learn:0.311509,snitches:0.310860,referral:0.310818,pounced:0.310351,nephew:0.310202,lsba:0.310081,pagan:0.310039,somebody:0.309935,testifies:0.309292,thie:0.308877,crpc:0.308712,flubbed:0.308672,yesterday:0.308639,persona:0.308446,disinterested:0.308430,ably:0.308426,courageously:0.308373,courage:0.308318,acquaintance:0.308006,unconflicted:0.307594,freid:0.307547,higgs:0.306995,callahan:0.306942,frye:0.306555,chastised:0.306409,laymen:0.305570,advisors:0.305303,fearfully:0.305230,confesses:0.305118,preparer:0.305033,rearraignment:0.305012,inexperience:0.304885,anybody:0.304793,lattimore:0.304768,impartiality:0.304521,erkins:0.304258,railey:0.304191,prosecuting:0.304101,sidebar:0.304062,granger:0.303721,personally:0.303012,doctor:0.302975,nobani:0.302919,eglect:0.302653,henderson:0.302649,profession:0.302522,confidante:0.302422,jud:0.302288,collector:0.302173,swears:0.302064,hustle:0.301928,officiate:0.301374,anaesthesiologist:0.301243,gainer:0.301128,guardian:0.300996,blowup:0.300249,arraignment:0.299844,loyalties:0.299647,impartially:0.299602,ttorney:0.298939,assist:0.298925,courtroom:0.298550,bro:0.298442,standby:0.298309,swano:0.298221,tbm:0.297769,confessing:0.297388,auditor:0.297324,laypeople:0.296945,translator:0.296921,sours:0.296425,speno:0.296109,officiated:0.296109,falsely:0.296016,impropriety:0.295977,tezak:0.295959,debrief:0.295467,confidentially:0.295424,converses:0.295350,intelligent:0.295162,whatnot:0.294645,representative:0.294584,defrauds:0.294564,speedee:0.294558,tempting:0.294412,naturopath:0.294220,gkcj:0.294147,compassionately:0.294031,tactic:0.293842,suborning:0.293585,accountants:0.292685,clc:0.292638,schmidtgoessling:0.292620,recusal:0.292619,unreason:0.292579,tumey:0.292529,ssociated:0.292419,banker:0.292200,spokesperson:0.292197,momma:0.292142,psychologist:0.292074,conversation:0.291929,bailiff:0.291792,alibi:0.291712,recanting:0.291493,person:0.291483,friend:0.291456,zonen:0.291364,redihan:0.291344,replied:0.291318,vouchsafed:0.291285,worden:0.290998,solo:0.290970,amazingly:0.290944,orally:0.290877,beforehand:0.290627,recollection:0.290606,medunjanin:0.290540,liaison:0.290416,interjects:0.290343,untaped:0.290091,benasra:0.290024,accusers:0.290022,prepped:0.289957,communicating:0.289781,amal:0.289744,recant:0.289478,peacemaker:0.289463,pretending:0.289293,regrets:0.289203,jermyn:0.289201,remorseful:0.288896,pretends:0.288826,mitts:0.288741,ratted:0.288610,loyalty:0.288602,larabee:0.288525,misconducting:0.288496,she:0.288459,wrestler:0.288017,incriminated:0.287988,interview:0.287874,earnestly:0.287813,judnick:0.287692,mama:0.287667,eloquence:0.287590,fdap:0.287525,rapport:0.287427,mercy:0.287221,raley:0.287175,werewolf:0.287127,surprised:0.286969,appreciative:0.286803,trease:0.286680,neutrals:0.286592,gratitude:0.286468,liars:0.286212,charade:0.286110,aicci:0.285947,counseled:0.285824,mediators:0.285740,competency:0.285655,handle:0.285545,lindberg:0.285541,everything:0.285523,lawyered:0.285449,specialist:0.285367,spirk:0.285341,duchrow:0.285288,codefendants:0.285232,laypersons:0.285191,scolded:0.284943,liar:0.284754,appointment:0.284734,guy:0.284397,conversed:0.283741,speak:0.283701,dasher:0.283522,solin:0.283453,laventure:0.283163,chambers:0.283093,equico:0.282965,know:0.282913,astute:0.282906,ssistant:0.282659,defense:0.282615,neuropsychologist:0.282348,whispered:0.282222,eidsons:0.282162,lapcheska:0.282014,snitched:0.281852,siegel:0.281412,zimm:0.281372,kingsley:0.281357,talmage:0.280648,soliloquy:0.280241,insanity:0.280123,dorsey:0.280076,branin:0.279948,ile:0.279930,notario:0.279789,isbarment:0.279652,teitler:0.279242,repentant:0.279148,dereliction:0.278927,burgard:0.278878,confidential:0.278778,trusted:0.278687,censured:0.278447,bothered:0.278438,investigate:0.278245,admonish:0.277900,beware:0.277872,hambarian:0.277711,office:0.277666,exertions:0.277382,rebuffs:0.277189,tidy:0.276864,candid:0.276599,deputy:0.276490,rouster:0.276253,disqualifying:0.276133,concocting:0.276126,wants:0.276049,executor:0.275806,smouse:0.275723,scholl:0.275704,forget:0.275698,diligent:0.275524,mediations:0.275514,prepare:0.275487,instigator:0.275452,suborned:0.275150,meisenheimer:0.275132,apologizes:0.275092,remind:0.275020,meloling:0.274974,detective:0.274747,appearance:0.274641,psychotherapist:0.274515,snoring:0.274409,subpoenaing:0.274359,everybody:0.274123,disruptively:0.274096,inept:0.274059,fingered:0.273814,novelist:0.273801,nobody:0.273664,fool:0.273641,halford:0.272844,pitcher:0.272827,buddies:0.272758,broome:0.272696,smsc:0.272637,defendant:0.272580,crouse:0.272513,benevolence:0.272445,witnesses:0.272392,fundraisers:0.272350,squeal:0.272292,preside:0.272135,cooperate:0.272122,jung:0.272095,quatman:0.271892,contingency:0.271703,gunning:0.271616,assisting:0.271483,notarize:0.271112,depee:0.271102,lousy:0.270912,feels:0.270561,man:0.270464,reinitiates:0.270391,adage:0.270124,listen:0.269790,staffer:0.269563,appraiser:0.269392,anglada:0.269294,try:0.269276,balk:0.269105,plea:0.268982,folks:0.268906,psychiatrists:0.268847,writer:0.268846,existential:0.268826,reassured:0.268720,n't:0.268612,raygoza:0.268514,councilor:0.268475,recuses:0.268471,secretary:0.268399,fessed:0.268263,oath:0.268260
judges:0.573348,court:0.561687,prosecutor:0.488343,bench:0.484175,recommendation:0.471989,jurors:0.447416,magistrates:0.446405,referee:0.443262,presiding:0.443242,jury:0.441557,hearing:0.440933,preside:0.435145,presided:0.433556,juror:0.432448,chambers:0.430028,recusal:0.423857,counsel:0.423254,trial:0.419138,bailiff:0.415722,magistrate:0.412643,transcript:0.409229,recused:0.402860,mistrial:0.397039,courtroom:0.392622,tribunal:0.384764,indicter:0.380510,recuse:0.379903,recusing:0.379443,usbe:0.376001,foreperson:0.372203,juries:0.371536,lawyer:0.368636,adjourned:0.365275,panel:0.357658,alj:0.356440,aj:0.354304,lape:0.352523,impartial:0.349817,detached:0.347837,commissioner:0.345856,demeanor:0.343297,nonjury:0.342416,pretrial:0.339582,rescript:0.339169,judgeships:0.338567,decider:0.336776,adjudicators:0.336254,bailiffs:0.334979,presciently:0.334757,sentencing:0.334351,arraignment:0.333520,codefendant:0.333310,referees:0.332782,evidentiary:0.332535,testify:0.331225,objection:0.331188,orally:0.331163,continuance:0.330262,jurist:0.329985,sidebar:0.327933,district:0.327453,bias:0.326011,extraditability:0.323453,witness:0.322591,tcca:0.322001,presides:0.321865,appearance:0.321700,ij:0.319047,objections:0.318744,impartiality:0.317657,reconvened:0.317330,slick:0.316606,factfinders:0.316569,precipitately:0.314921,georcely:0.314915,nondispositive:0.314626,veniremen:0.313189,reviewing:0.313184,proceeded:0.313019,unanimously:0.311798,allocution:0.309248,prosecutors:0.308608,accuser:0.308200,codefendants:0.307779,recommending:0.307339,arbiter:0.307097,tumey:0.306729,recommended:0.305968,hears:0.305773,listened:0.305713,competency:0.305224,disqualification:0.304636,swidrak:0.303900,ausa:0.302477,factfinding:0.302315,roasted:0.302176,misspoke:0.302132,deputy:0.302023,empanel:0.301813,findings:0.301432,motion:0.299182,reread:0.297462,admonishing:0.297278,ruling:0.297128,colloquy:0.297013,transcripts:0.296933,ferrelli:0.296659,biased:0.296404,presentence:0.296369,hear:0.295157,impropriety:0.295014,psr:0.294740,sentence:0.293387,hone:0.292765,deadlocked:0.291928,summarily:0.291788,quipped:0.290705,eve:0.290588,allord:0.289739,campbell:0.289302,credibility:0.289118,tentatively:0.288428,aljs:0.288046,mediator:0.287297,unretained:0.287197,strangely:0.286103,guertin:0.285012,televideo:0.283788,understandably:0.283744,reconsider:0.283691,retrial:0.283382,pronouncing:0.282708,prosecutorial:0.282471,stauble:0.282346,hearings:0.282142,petitioner:0.282037,backtracked:0.281939,heard:0.281862,testimony:0.281849,plea:0.280726,deliberating:0.279884,appellate:0.279475,contempt:0.279264,detective:0.279257,intradepartmental:0.279059,extemporaneous:0.279038,dispassionately:0.278838,astutely:0.278259,testifying:0.277978,arraigned:0.277536,deliberations:0.277396,evidently:0.276406,deferentially:0.275576,motions:0.274623,reassign:0.274478,calmly:0.274242,pcra:0.273997,questioning:0.273314,disqualify:0.273225,arbitrator:0.272369,impartially:0.272270,witnesses:0.272096,unprejudiced:0.271621,recommendations:0.271010,tr:0.270863,continuances:0.270801,leniency:0.270751,womack:0.270605,nmca:0.270551,chastise:0.270389,triers:0.269962,veniremembers:0.269174,ojaniit:0.269018,concocting:0.268870,warranted:0.268737,advisement:0.268716,unbiased:0.268626,him:0.268253,ablest:0.267903,sanction:0.267733,venirepersons:0.267518,guilt:0.267221,investigator:0.267161,justices:0.266028,meeb:0.266028,convene:0.265859,oath:0.265744,record:0.265451,stand:0.265172,serpent:0.264665,officer:0.264620,deserved:0.263849,arraignments:0.263753,voir:0.263017,bellwether:0.262970,evaluator:0.262867,venireperson:0.262665,pointedly:0.261880,ucfa:0.261417,settlegoode:0.261263,defendant:0.260822,prejudged:0.260452,arbitrators:0.260209,recusals:0.260158,defender:0.260074,halford:0.260020,resentencing:0.259743,rehearsed:0.259477,yesterday:0.259406,jailer:0.259296,objected:0.259256,himself:0.259045,erroneously:0.258870,iho:0.258831,unsworn:0.258676,jqc:0.257450,coas:0.257439,searchingly:0.257388,ausas:0.257292,prosecutory:0.257073,panelists:0.257064,prehearing:0.257034,error:0.256833,decisionmaker:0.256799,murchison:0.256792,recommend:0.256609,correctness:0.256603,unwisdom:0.256250,sanctionees:0.256136,recanting:0.256126,entrées:0.256001,mempa:0.255837,vindictively:0.255825,emphatically:0.255759,lation:0.255544,ssistant:0.255535,reassigned:0.255271,prejudice:0.254900,perjury:0.254497,prognosticator:0.254447,nonconsecutive:0.254334,untruthful:0.254262,disruptively:0.254187,proceeding:0.253948,petit:0.253774,extradition:0.253709,empaneled:0.253197,magisterial:0.252995,conscientiously:0.252990,mistakenly:0.252762,downward:0.252584,recusability:0.252548,justice:0.252452,decision:0.252334,impaneled:0.252163,seconded:0.251704,lmpp:0.251541,contemptuous:0.251467,smollar:0.251287,peal:0.251168,mitigating:0.251016,interjected:0.250949,supportably:0.250917,perjuring:0.250734,shackle:0.250733,pazden:0.250523,tezak:0.250520,pagán:0.250339,adjudicator:0.250219,examiner:0.250210,attorney:0.249834,obeyed:0.249093,gatekeeper:0.248986,padró:0.248377,trials:0.248318,sitting:0.248296,incredible:0.248116,scalia:0.248043,umpire:0.247966,awaiting:0.247953,disqualified:0.247595,initially:0.247471,remark:0.247260,automata:0.247235,broaching:0.246917,uninvolved:0.246835,request:0.246766,curative:0.246218,conclud:0.245720,apologized:0.245079,intransigently:0.244883,rehear:0.244874,musial:0.244854,rescheduling:0.244846,embroider:0.244639,confidante:0.244618,pickle:0.244507,finders:0.244371,sanctions:0.244343,kulas:0.244187,admirably:0.244164,resentence:0.244115,ijs:0.244039,seated:0.243843,recuses:0.243700,thoroughly:0.243222,terse:0.243124,competent:0.243111,suppression:0.243009,topple:0.242994,cij:0.242755,weird:0.242714,hesitancy:0.242580,sanity:0.242540,indict:0.242378,extraditable:0.242057,recollection:0.241808,ramos:0.241613,laymen:0.241525,frankly:0.241496,slrp:0.241240,proceedings:0.241035,properly:0.240900,clerk:0.240747,wcj:0.240623,adjourn:0.240565,summations:0.240456,verdict:0.240350,acquit:0.240322,withdraw:0.239890,consorted:0.239777,robe:0.239523,rubberstamp:0.239421,mpartiality:0.239390,gatekeepers:0.239187,undersheriff:0.239067,patiently:0.238890,fumble:0.238777,lc:0.238598,scholl:0.238480,bifurcate:0.238196,pagan:0.238007,reviewed:0.237752,again:0.237639,begrudgingly:0.237501,appearances:0.237476,psir:0.237243,mincing:0.237229,sequestered:0.237206,transcribed:0.237202,scribbling:0.236954,lengthy:0.236878,aslbs:0.236684,reopened:0.236671,stoic:0.236555,confession:0.236539,flirted:0.236528,sympathy:0.235987,collate:0.235869,reluctantly:0.235824,acquittal:0.235718,determinate:0.235545,psychiatrist:0.235525,obr:0.235430,olanders:0.235350,balk:0.235272,clown:0.235217,baffled:0.235164,fikes:0.235095,wacky:0.234933,unethically:0.234718,ambivalence:0.234686,remorseful:0.234672,maker:0.234202,conclusions:0.234074,heaviness:0.233822,liar:0.233671,convening:0.233301,empanelled:0.232997,confirmability:0.232889,tentative:0.232861,unanimous:0.232839,bridgewater:0.232495,foulkes:0.232395,recanted:0.232327,rulings:0.232141,kraiselburd:0.232114,inappropriateness:0.232088,rearraignment:0.232036,gentleman:0.231976,satirizing:0.231941,ovalar:0.231907,decoy:0.231446,supervenes:0.231240,appraisers:0.231167,thorough:0.231161,reimposes:0.230987,kingpin:0.230786,thereupon:0.230616,sausa:0.230409,rescheduled:0.230383,courts:0.230375,forget:0.230022,neutrals:0.229720,review:0.229704,scheduling:0.229545,slumped:0.229457,seesaw:0.229404,typists:0.229255,impanel:0.228890,probed:0.228798,comer:0.228549,mediations:0.228338,sworn:0.228278,peremptorily:0.228244,conference:0.228176,hartjes:0.228149,uncritically:0.228063,decreeing:0.228015,scofflaw:0.227912,intrepid:0.227692,scolding:0.227587,marshal:0.227433,pappa:0.227354,lawyers:0.227312,hesling:0.227304,gentler:0.227300,warrant:0.226954,foreman:0.226898,paused:0.226835,guiltier:0.226765,culprit:0.226708,reempanel:0.226524,pucs:0.226403,beguiled:0.226206,uhl:0.226164,guilty:0.226151,minute:0.226043,he:0.225872,convened:0.225783,deliberation:0.225662,supine:0.225577,panelist:0.225516,absentia:0.225451,favour:0.225293,jcf:0.225247,skipper:0.225201,liljeberg:0.225089,silently:0.224714,coign:0.224705,rarer:0.224694,reviser:0.224590,untrustworthy:0.224248,semiprivate:0.224213,ashton:0.224197,astonishing:0.224135,reinterviewed:0.224090,labotest:0.223992,officiated:0.223991,coincidentally:0.223974,equipose:0.223910,eferring:0.223812,perceptively:0.223778,voluntariness:0.223770,paulino:0.223752,psrs:0.223607,appropriately:0.223525,thoughtfully:0.223486,complimented:0.223226,propriety:0.223218,courtrooms:0.223206,flippant:0.223179,venire:0.223103,oversteps:0.223092,gaffe:0.223069,parte:0.222973,reconsidering:0.222965,naïveté:0.222817,inappropriately:0.222700,embroils:0.222676,rereading:0.222416,shackles:0.222412,dees:0.222252,slouched:0.222128,reconsideration:0.221780,wisely:0.221676,uite:0.221608,stancle:0.221567,chastised:0.221510,contumacy:0.221363,recalling:0.221284,kaweesa:0.221041,reassignment:0.221027,admonished:0.220925,ddess:0.220891,lied:0.220796,wilhoit:0.220771,misgivings:0.220594,interpreter:0.220332,irk:0.220242
sac:0.693060,fac:0.677209,complaints:0.582464,pleading:0.581362,amended:0.567903,allegations:0.566583,pleadings:0.565637,lawsuit:0.558302,counterclaim:0.524657,suit:0.496473,claim:0.491866,allegation:0.476081,demurrer:0.458433,claims:0.453471,action:0.450665,defendants:0.435138,naming:0.432982,plaintiffs:0.432581,plaintiff:0.427251,phrc:0.422677,counterclaims:0.421688,fca:0.416869,allege:0.413981,fictitiously:0.413894,brait:0.413647,tac:0.413287,facc:0.411734,pcfl:0.410750,doe:0.406341,dismissal:0.401558,dfeh:0.400003,fap:0.399500,koszdin:0.397985,motion:0.397737,dismiss:0.396464,alleged:0.389915,caption:0.386113,reallege:0.384957,realleged:0.383071,indictment:0.380061,dcam:0.373629,demurred:0.371063,petition:0.369505,demurrers:0.368705,plausibly:0.367603,grievance:0.367407,idor:0.365747,retaliated:0.363422,plead:0.363362,eeo:0.362047,riccard:0.360542,count:0.359290,nonconclusory:0.357230,demurring:0.357130,relators:0.353523,lamboy:0.352854,amend:0.351861,cuiab:0.351712,abcarian:0.351352,gravamen:0.350621,realleging:0.346894,causes:0.346477,retaliation:0.346242,ittc:0.345662,leave:0.342456,moldowan:0.342419,alleges:0.341605,putative:0.341376,operative:0.341193,newcal:0.341016,hirease:0.340665,filed:0.340505,relator:0.336841,complainant:0.336328,particularity:0.334484,reasserted:0.332989,styled:0.332386,named:0.330953,grievances:0.330421,mcfatridge:0.329024,indictments:0.329024,nta:0.327558,ioaa:0.326540,nyhrl:0.324651,verified:0.322910,nysdhr:0.322093,mcad:0.322001,broam:0.321797,yaf:0.321214,nyshrl:0.319751,originally:0.318318,dismissed:0.317756,kinan:0.317628,atsi:0.317459,wrongdoings:0.317316,declaratory:0.316807,summons:0.316705,pleaded:0.316131,ukaa:0.316102,untimely:0.315424,add:0.315085,twombly:0.315058,appellees:0.314444,opposition:0.314345,realleges:0.313561,nonjoinder:0.313168,ftca:0.313116,repleading:0.312625,warriors:0.312020,argentieri:0.311045,affidavit:0.309905,rawe:0.306758,appeal:0.306341,averments:0.305704,accusation:0.305517,davaloo:0.305380,ríos:0.304994,ataa:0.304737,lawsuits:0.304724,paragraphs:0.304512,alacer:0.303322,unnamed:0.303244,subsequently:0.302902,calone:0.302411,neca:0.301999,dgh:0.301792,pde:0.301522,pleads:0.301408,icfa:0.299170,gcaea:0.298997,mink:0.298830,asserting:0.298294,filings:0.297798,defamation:0.297243,charges:0.295918,alleging:0.295650,informations:0.295596,refiled:0.294903,against:0.294224,afp:0.294222,acs:0.294023,cthl:0.293476,counts:0.292987,nied:0.292712,asserted:0.292613,second:0.292559,futility:0.291859,crms:0.291202,impleaded:0.290986,praecipe:0.290441,linkline:0.289456,declaration:0.289305,bony:0.289071,interlineation:0.288949,futile:0.288680,adea:0.288459,remn:0.288325,sdhr:0.288206,clearpack:0.288189,bivens:0.287923,spadafores:0.286437,memorandum:0.286153,kougasian:0.286129,parklane:0.285288,dismissing:0.284883,osc:0.284775,pled:0.284718,vm:0.284091,telesocial:0.283515,detainer:0.283359,charge:0.283114,abromaitis:0.282402,motions:0.282259,defamed:0.281598,discriminator:0.281585,derivatively:0.281350,ucl:0.280934,appellants:0.280794,unverified:0.280748,hcmf:0.279976,dreamscape:0.279635,beeman:0.279418,mcso:0.278939,replead:0.278924,answer:0.278905,sikkenga:0.278007,pslra:0.277357,nmscc:0.277167,ssb:0.277164,chaker:0.276708,rskco:0.276684,efendants:0.276324,ftcr:0.276219,ymus:0.276137,erf:0.275967,restated:0.275596,notice:0.275504,initially:0.275419,qcp:0.274687,efp:0.274586,violations:0.274496,visionshape:0.274111,crst:0.273029,windross:0.272936,papers:0.272608,vpc:0.272084,smorgasbord:0.271691,cac:0.271526,mended:0.270848,campo:0.270340,lir:0.269563,headminder:0.269415,sjobring:0.268310,oeo:0.268308,dkn:0.268303,conclusorily:0.267415,entirety:0.267310,traverse:0.266954,sued:0.266912,timely:0.266410,pmb:0.265279,pasternack:0.264649,capacities:0.264274,captioned:0.264249,najd:0.264134,ulp:0.263825,detabali:0.263074,canatella:0.263011,cdhs:0.262861,flpa:0.262639,odc:0.262278,saltire:0.261969,scra:0.261722,kolupa:0.260895,lirc:0.260734,breach:0.260631,overcharging:0.260524,ucs:0.259728,rusd:0.259694,dgrs:0.259269,rallied:0.259212,fxdirectdealer:0.259042,conclusory:0.258850,spdc:0.258755,fligiel:0.258444,salma:0.258034,complainants:0.257152,dsny:0.257079,pncl:0.257032,kwp:0.256988,aacwa:0.256773,ldf:0.256765,mein:0.256748,amphastar:0.256415,dmas:0.256265,docs:0.256101,coparty:0.256041,tanc:0.255854,sattele:0.255792,hmp:0.254955,constructively:0.254817,gbr:0.254796,lrcc:0.254683,marable:0.254424,acsc:0.254397,collectively:0.254276,nyp:0.253912,carter:0.253657,slusa:0.253630,rcsd:0.253393,cavs:0.253002,file:0.252948,mhc:0.252658,commenced:0.252611,efective:0.252467,cmre:0.251984,yacubian:0.251855,aks:0.251654,cres:0.251432,moved:0.251281,whc:0.251205,orcp:0.251178,demurrable:0.251128,snb:0.251053,lsed:0.251008,retaliating:0.250925,appellee:0.250770,sewells:0.250399,suits:0.250255,sbc:0.249927,rothgery:0.249888,omplaint:0.249360,cawd:0.249247,derivative:0.249186,sdog:0.249098,tchr:0.248789,stephensons:0.248619,ey:0.248573,ffrf:0.248569,estades:0.248229,proofs:0.247812,supplemental:0.247809,lodged:0.247654,conspired:0.247559,phelan:0.247385,faigin:0.247377,fds:0.246948,cag:0.246730,woodliff:0.246670,feha:0.246593,maz:0.246452,eeoo:0.245906,nonprotected:0.245795,jpmorgan:0.245795,cpb:0.245661,mothershed:0.245585,lush:0.245484,tila:0.245072,rundgrens:0.244991,bbii:0.244793,leffman:0.244548,iied:0.244016,pmi:0.243997,argentinian:0.243788,boycotters:0.243767,psac:0.243712,kpnqwest:0.243690,prospectus:0.243232,lonta:0.242898,summary:0.242892,repleaded:0.242554,filing:0.242336,judgment:0.242187,hamlette:0.242057,injunctive:0.241789,asa:0.241728,mortg:0.241415,fiancee:0.241328,flsa:0.241218,cfca:0.241182,fcua:0.241131,seventh:0.241063,clpf:0.240911,synpro:0.240728,kocontes:0.240648,urs:0.240459,psl:0.240345,exhaust:0.240053,sixth:0.239547,ocr:0.239215,lisinksi:0.239112,ecoa:0.238998,wrongdoing:0.238875,ouachita:0.238858,singletary:0.238843,scgc:0.238812,marquedant:0.238229,refile:0.238211,spirtas:0.238200,discriminated:0.238034,libel:0.238024,nye:0.237874,nucleus:0.237794,ahp:0.237047,hie:0.237009,response:0.236949,ebel:0.236796,prematurely:0.236711,superseding:0.236696,sprinkled:0.236642,boli:0.236569,counterclaimed:0.236499,blacklist:0.236068,malpractice:0.236038,stipulation:0.235973,blasphemy:0.235877,bgbl:0.235833,konits:0.235796,theories:0.235769,shc:0.235596,fifth:0.235571,miscoding:0.235450,cottages:0.235448,byers:0.234685,hoepa:0.234447,idoc:0.234378,ccde:0.234371,cmls:0.234364,ocda:0.234173,arcam:0.234019,kla:0.234017,devries:0.234010,senns:0.233997,scienter:0.233817,meanwhile:0.233813,reconsideration:0.233626,nondiverse:0.233586,tortious:0.233486,crossclaims:0.233480,swierkiewicz:0.233461,manning:0.233430,intengan:0.233213,relief:0.233195,highlines:0.233143,mismanaged:0.233073,naffe:0.233071,prejudice:0.232676,frz:0.232166,docketed:0.232107,atg:0.232091,gernsbacher:0.232070,stalley:0.231687,dem:0.231641,dvhcp:0.231432,nychrl:0.231409,ulps:0.231312,brodheim:0.231186,nmtca:0.230951,parzyck:0.230632,obp:0.230438,slc:0.230239,misappropriation:0.230223,actions:0.230077,substituted:0.229975,eighth:0.229776,adding:0.229755,ajaka:0.229641,md:0.229318,illegalities:0.228695,glaski:0.228639,thereafter:0.228340,looney:0.228228,eave:0.227830,strike:0.227517,grose:0.227498,patins:0.227409,clausen:0.227407,mchr:0.227335,barbies:0.227307,pae:0.227293,fte:0.227214,ipfw:0.226743,wrongful:0.226734,plra:0.226629,guippone:0.226377,misfeasance:0.226172,tamosaitis:0.226074,occf:0.226056,kruss:0.226045,fbn:0.225757,msmla:0.225666,twymon:0.225521,formulaically:0.225513,caviness:0.225428,vulcan:0.225401,gr:0.225378,wrongfully:0.225296,interpleader:0.225279,brief:0.225224,pseudonym:0.225152,mrco:0.225028,barkes:0.224894,belatedly:0.224783,qui:0.224645,stengels:0.224641,facts:0.224567,ciab:0.224501,fcra:0.224473,true:0.224165,therein:0.224056,warth:0.223946,counterplaintiff:0.223876,misrepresentations:0.223757,interrogatory:0.223737,removability:0.223612,wmb:0.223488,efendant:0.223186,improprieties:0.222905,exp:0.222768,alternatively:0.222607,aigc:0.222474,havercombe:0.222420,unpardonable:0.222300,swahns:0.222100,snapp:0.222014,grapentine:0.221866,xi:0.221769,gantwerk:0.221582,ccrs:0.221543,lueras:0.221434,mcsc:0.221431,monopolized:0.221276,gruenberg:0.221054,request:0.220963,refiling:0.220547,ridpath:0.220440,phlpa:0.220321,negligence:0.220206,buckland:0.220109,defen:0.220025
